#Feature	Chrom	Start	End	Counts
cds-YP_009041223.1	NC_005880.2	485	785	97
cds-YP_009041224.1	NC_005880.2	800	986	71
cds-YP_009041225.1	NC_005880.2	1092	1380	86
cds-YP_009041226.1	NC_005880.2	1379	1706	139
cds-YP_009041227.1	NC_005880.2	1721	2015	82
cds-YP_009041228.1	NC_005880.2	2018	2276	82
cds-YP_009041229.1	NC_005880.2	2353	2593	101
cds-YP_009041230.1	NC_005880.2	2603	2951	136
cds-YP_009041231.1	NC_005880.2	3161	3500	803
cds-YP_009041232.1	NC_005880.2	3810	4119	40
cds-YP_009041233.1	NC_005880.2	4324	4612	75
cds-YP_009041234.1	NC_005880.2	4661	4853	12
cds-YP_009041235.1	NC_005880.2	5169	5658	612
cds-YP_009041236.1	NC_005880.2	5825	5984	13
cds-YP_009041237.1	NC_005880.2	6053	6185	44
cds-YP_009041238.1	NC_005880.2	6352	6676	297
cds-YP_009041239.1	NC_005880.2	6775	7012	106
cds-YP_009041240.1	NC_005880.2	7091	7562	238
cds-YP_009041241.1	NC_005880.2	7620	7794	149
cds-YP_009041242.1	NC_005880.2	7793	8063	137
cds-YP_009041243.1	NC_005880.2	8147	8369	170
cds-YP_009041244.1	NC_005880.2	8665	8902	425
cds-YP_009041245.1	NC_005880.2	8901	9075	365
cds-YP_009041246.1	NC_005880.2	9081	9336	350
cds-YP_009041247.1	NC_005880.2	9526	10012	369
cds-YP_009041248.1	NC_005880.2	10004	10436	668
cds-YP_009041249.1	NC_005880.2	10449	10992	605
cds-YP_009041250.1	NC_005880.2	11003	11492	1021
cds-YP_009041251.1	NC_005880.2	11504	11903	658
cds-YP_009041252.1	NC_005880.2	11899	12607	1377
cds-YP_009041253.1	NC_005880.2	12706	13261	275
cds-YP_009041254.1	NC_005880.2	13276	13594	125
cds-YP_009041255.1	NC_005880.2	14579	15128	1008
cds-YP_009041256.1	NC_005880.2	15131	15350	580
cds-YP_009041257.1	NC_005880.2	15350	15545	789
cds-YP_009041258.1	NC_005880.2	15534	16272	1628
cds-YP_009041259.1	NC_005880.2	16450	16690	667
cds-YP_009041260.1	NC_005880.2	16691	17081	928
cds-YP_009041261.1	NC_005880.2	17179	17353	50
cds-YP_009041262.1	NC_005880.2	17393	17876	65
cds-YP_009041263.1	NC_005880.2	17925	18468	2523
cds-YP_009041264.1	NC_005880.2	18467	19001	2625
cds-YP_009041265.1	NC_005880.2	19003	19168	734
cds-YP_009041266.1	NC_005880.2	19170	19446	969
cds-YP_009041267.1	NC_005880.2	19445	20291	3308
cds-YP_009041268.1	NC_005880.2	20302	20887	4155
cds-YP_009041269.1	NC_005880.2	21155	21422	2155
cds-YP_009041270.1	NC_005880.2	21575	21902	772
cds-YP_009041271.1	NC_005880.2	21894	22311	919
cds-YP_009041272.1	NC_005880.2	22444	22747	2176
cds-YP_009041273.1	NC_005880.2	22746	22935	888
cds-YP_009041274.1	NC_005880.2	22978	23140	613
cds-YP_009041275.1	NC_005880.2	23139	25188	4887
cds-YP_009041276.1	NC_005880.2	25265	25529	725
cds-YP_009041277.1	NC_005880.2	25545	25719	651
cds-YP_009041278.1	NC_005880.2	25725	26304	1042
cds-YP_009041279.1	NC_005880.2	26296	26923	1850
cds-YP_009041280.1	NC_005880.2	26915	27812	2106
cds-YP_009041281.1	NC_005880.2	27811	28036	224
cds-YP_009041282.1	NC_005880.2	28104	28845	2714
cds-YP_009041283.1	NC_005880.2	28896	29511	2724
cds-YP_009041284.1	NC_005880.2	29526	29952	1539
cds-YP_009041285.1	NC_005880.2	29941	30133	461
cds-YP_009041286.1	NC_005880.2	30155	30797	1659
cds-YP_009041287.1	NC_005880.2	30786	31017	1018
cds-YP_009041288.1	NC_005880.2	31019	31247	875
cds-YP_009041289.1	NC_005880.2	31356	32049	1512
cds-YP_009041290.1	NC_005880.2	32235	32871	1531
cds-YP_009041291.1	NC_005880.2	32937	33729	4621
cds-YP_009041292.1	NC_005880.2	33728	34037	1456
cds-YP_009041293.1	NC_005880.2;NC_005880.2	34149;35715	34839;36513	1344
cds-YP_009041294.1	NC_005880.2	35049	35550	695
cds-YP_009041295.1	NC_005880.2	36512	37016	38
cds-YP_009041296.1	NC_005880.2	37100	37286	371
cds-YP_009041297.1	NC_005880.2	38832	39051	788
cds-YP_009041298.1	NC_005880.2	39528	39738	3
cds-YP_009041299.1	NC_005880.2	39750	40083	6
cds-YP_009041300.1	NC_005880.2	40095	40422	3
cds-YP_009041301.1	NC_005880.2	40454	40721	8
cds-YP_009041302.1	NC_005880.2	40861	41248	35
cds-YP_009041303.1	NC_005880.2	41225	41504	29
cds-YP_009041304.1	NC_005880.2	41500	41911	42
cds-YP_009041305.1	NC_005880.2	41925	43743	275
cds-YP_009041306.1	NC_005880.2	43735	44557	1004
cds-YP_009041307.1	NC_005880.2	44543	44717	76
cds-YP_009041308.1	NC_005880.2	44713	45193	414
cds-YP_009041309.1	NC_005880.2	45234	46428	1058
cds-YP_009041310.1	NC_005880.2	46512	46854	18
cds-YP_009041311.1	NC_005880.2	46871	47243	66
cds-YP_009041312.1	NC_005880.2	47246	48938	296
cds-YP_009041313.1	NC_005880.2	49131	49905	73
cds-YP_009041314.1	NC_005880.2	49923	50874	122
cds-YP_009041315.1	NC_005880.2	50989	52381	288
cds-YP_009041316.1	NC_005880.2	52472	52769	40
cds-YP_009041317.1	NC_005880.2	52781	53690	137
