#Feature	Chrom	Start	End	Counts
cds-YP_009041223.1	NC_005880.2	485	785	60
cds-YP_009041224.1	NC_005880.2	800	986	58
cds-YP_009041225.1	NC_005880.2	1092	1380	52
cds-YP_009041226.1	NC_005880.2	1379	1706	73
cds-YP_009041227.1	NC_005880.2	1721	2015	66
cds-YP_009041228.1	NC_005880.2	2018	2276	67
cds-YP_009041229.1	NC_005880.2	2353	2593	82
cds-YP_009041230.1	NC_005880.2	2603	2951	111
cds-YP_009041231.1	NC_005880.2	3161	3500	240
cds-YP_009041232.1	NC_005880.2	3810	4119	33
cds-YP_009041233.1	NC_005880.2	4324	4612	39
cds-YP_009041234.1	NC_005880.2	4661	4853	3
cds-YP_009041235.1	NC_005880.2	5169	5658	986
cds-YP_009041236.1	NC_005880.2	5825	5984	11
cds-YP_009041237.1	NC_005880.2	6053	6185	23
cds-YP_009041238.1	NC_005880.2	6352	6676	130
cds-YP_009041239.1	NC_005880.2	6775	7012	80
cds-YP_009041240.1	NC_005880.2	7091	7562	225
cds-YP_009041241.1	NC_005880.2	7620	7794	128
cds-YP_009041242.1	NC_005880.2	7793	8063	155
cds-YP_009041243.1	NC_005880.2	8147	8369	121
cds-YP_009041244.1	NC_005880.2	8665	8902	3154
cds-YP_009041245.1	NC_005880.2	8901	9075	2187
cds-YP_009041246.1	NC_005880.2	9081	9336	2118
cds-YP_009041247.1	NC_005880.2	9526	10012	1458
cds-YP_009041248.1	NC_005880.2	10004	10436	1990
cds-YP_009041249.1	NC_005880.2	10449	10992	1875
cds-YP_009041250.1	NC_005880.2	11003	11492	2790
cds-YP_009041251.1	NC_005880.2	11504	11903	1301
cds-YP_009041252.1	NC_005880.2	11899	12607	2234
cds-YP_009041253.1	NC_005880.2	12706	13261	4621
cds-YP_009041254.1	NC_005880.2	13276	13594	2023
cds-YP_009041255.1	NC_005880.2	14579	15128	2770
cds-YP_009041256.1	NC_005880.2	15131	15350	1177
cds-YP_009041257.1	NC_005880.2	15350	15545	1549
cds-YP_009041258.1	NC_005880.2	15534	16272	2783
cds-YP_009041259.1	NC_005880.2	16450	16690	718
cds-YP_009041260.1	NC_005880.2	16691	17081	1017
cds-YP_009041261.1	NC_005880.2	17179	17353	1244
cds-YP_009041262.1	NC_005880.2	17393	17876	874
cds-YP_009041263.1	NC_005880.2	17925	18468	9661
cds-YP_009041264.1	NC_005880.2	18467	19001	7773
cds-YP_009041265.1	NC_005880.2	19003	19168	1623
cds-YP_009041266.1	NC_005880.2	19170	19446	1952
cds-YP_009041267.1	NC_005880.2	19445	20291	4519
cds-YP_009041268.1	NC_005880.2	20302	20887	4809
cds-YP_009041269.1	NC_005880.2	21155	21422	1652
cds-YP_009041270.1	NC_005880.2	21575	21902	4852
cds-YP_009041271.1	NC_005880.2	21894	22311	5310
cds-YP_009041272.1	NC_005880.2	22444	22747	11900
cds-YP_009041273.1	NC_005880.2	22746	22935	3509
cds-YP_009041274.1	NC_005880.2	22978	23140	1524
cds-YP_009041275.1	NC_005880.2	23139	25188	8532
cds-YP_009041276.1	NC_005880.2	25265	25529	4883
cds-YP_009041277.1	NC_005880.2	25545	25719	4205
cds-YP_009041278.1	NC_005880.2	25725	26304	6123
cds-YP_009041279.1	NC_005880.2	26296	26923	6343
cds-YP_009041280.1	NC_005880.2	26915	27812	5694
cds-YP_009041281.1	NC_005880.2	27811	28036	648
cds-YP_009041282.1	NC_005880.2	28104	28845	13060
cds-YP_009041283.1	NC_005880.2	28896	29511	10582
cds-YP_009041284.1	NC_005880.2	29526	29952	5046
cds-YP_009041285.1	NC_005880.2	29941	30133	1396
cds-YP_009041286.1	NC_005880.2	30155	30797	4741
cds-YP_009041287.1	NC_005880.2	30786	31017	2169
cds-YP_009041288.1	NC_005880.2	31019	31247	1785
cds-YP_009041289.1	NC_005880.2	31356	32049	3584
cds-YP_009041290.1	NC_005880.2	32235	32871	1884
cds-YP_009041291.1	NC_005880.2	32937	33729	13903
cds-YP_009041292.1	NC_005880.2	33728	34037	3684
cds-YP_009041293.1	NC_005880.2;NC_005880.2	34149;35715	34839;36513	16941
cds-YP_009041294.1	NC_005880.2	35049	35550	2369
cds-YP_009041295.1	NC_005880.2	36512	37016	5343
cds-YP_009041296.1	NC_005880.2	37100	37286	5724
cds-YP_009041297.1	NC_005880.2	38832	39051	261
cds-YP_009041298.1	NC_005880.2	39528	39738	1052
cds-YP_009041299.1	NC_005880.2	39750	40083	1651
cds-YP_009041300.1	NC_005880.2	40095	40422	1128
cds-YP_009041301.1	NC_005880.2	40454	40721	851
cds-YP_009041302.1	NC_005880.2	40861	41248	3377
cds-YP_009041303.1	NC_005880.2	41225	41504	4016
cds-YP_009041304.1	NC_005880.2	41500	41911	5596
cds-YP_009041305.1	NC_005880.2	41925	43743	29259
cds-YP_009041306.1	NC_005880.2	43735	44557	23658
cds-YP_009041307.1	NC_005880.2	44543	44717	2417
cds-YP_009041308.1	NC_005880.2	44713	45193	14183
cds-YP_009041309.1	NC_005880.2	45234	46428	41341
cds-YP_009041310.1	NC_005880.2	46512	46854	1149
cds-YP_009041311.1	NC_005880.2	46871	47243	3799
cds-YP_009041312.1	NC_005880.2	47246	48938	23065
cds-YP_009041313.1	NC_005880.2	49131	49905	29386
cds-YP_009041314.1	NC_005880.2	49923	50874	54794
cds-YP_009041315.1	NC_005880.2	50989	52381	155278
cds-YP_009041316.1	NC_005880.2	52472	52769	2198
cds-YP_009041317.1	NC_005880.2	52781	53690	10565
cds-YP_009041318.1	NC_005880.2	53703	54582	8670
cds-YP_009041319.1	NC_005880.2	54581	55202	6363
cds-YP_009041320.1	NC_005880.2	55220	56057	19226
cds-YP_009041321.1	NC_005880.2	56058	56274	6521
cds-YP_009041322.1	NC_005880.2	56300	58064	74279
cds-YP_009041323.1	NC_005880.2	58136	58565	19515
cds-YP_009041324.1	NC_005880.2	58661	58802	85
cds-YP_009041325.1	NC_005880.2	58844	59303	802
cds-YP_009041326.1	NC_005880.2	59315	59510	418
cds-YP_009041327.1	NC_005880.2	59591	59903	3268
cds-YP_009041328.1	NC_005880.2	60034	60493	11596
cds-YP_009041329.1	NC_005880.2	60536	61073	18724
cds-YP_009041330.1	NC_005880.2	61128	65184	32866
cds-YP_009041331.1	NC_005880.2	65262	67689	9543
cds-YP_009041332.1	NC_005880.2	67702	68590	4254
cds-YP_009041333.1	NC_005880.2	68589	71136	13804
cds-YP_009041334.1	NC_005880.2	71242	72034	3609
cds-YP_009041335.1	NC_005880.2	72033	72558	2409
cds-YP_009041336.1	NC_005880.2	72557	73262	3912
cds-YP_009041337.1	NC_005880.2	73276	74323	5940
cds-YP_009041338.1	NC_005880.2	74343	77403	20761
cds-YP_009041339.1	NC_005880.2	77513	78035	10477
cds-YP_009041340.1	NC_005880.2	78055	81514	89130
cds-YP_009041341.1	NC_005880.2	81562	81721	1780
cds-YP_009041342.1	NC_005880.2	81721	83644	21397
cds-YP_009041343.1	NC_005880.2	83666	84041	6216
cds-YP_009041344.1	NC_005880.2	84047	85424	20583
cds-YP_009041345.1	NC_005880.2	85515	87264	21896
cds-YP_009041346.1	NC_005880.2	87275	88889	17962
cds-YP_009041347.1	NC_005880.2	88881	90324	22512
cds-YP_009041348.1	NC_005880.2	90402	91440	3939
cds-YP_009041349.1	NC_005880.2	91439	91817	1620
cds-YP_009041350.1	NC_005880.2	91816	93736	8933
cds-YP_009041351.1	NC_005880.2	93735	94332	3064
cds-YP_009041352.1	NC_005880.2	94346	95414	5156
cds-YP_009041353.1	NC_005880.2	95480	95819	5684
cds-YP_009041354.1	NC_005880.2	95818	96271	13779
cds-YP_009041355.1	NC_005880.2	96257	96866	14769
cds-YP_009041356.1	NC_005880.2	96882	97275	6587
cds-YP_009041357.1	NC_005880.2	97289	99404	31234
cds-YP_009041358.1	NC_005880.2	99417	100467	16437
cds-YP_009041359.1	NC_005880.2	100484	100814	7052
cds-YP_009041360.1	NC_005880.2	100797	101118	10329
cds-YP_009041361.1	NC_005880.2	101324	101921	5878
cds-YP_009041362.1	NC_005880.2	101930	102236	4375
