#Feature	Chrom	Start	End	Counts
cds-YP_009041223.1	NC_005880.2	485	785	19
cds-YP_009041224.1	NC_005880.2	800	986	24
cds-YP_009041225.1	NC_005880.2	1092	1380	19
cds-YP_009041226.1	NC_005880.2	1379	1706	30
cds-YP_009041227.1	NC_005880.2	1721	2015	12
cds-YP_009041228.1	NC_005880.2	2018	2276	6
cds-YP_009041229.1	NC_005880.2	2353	2593	20
cds-YP_009041230.1	NC_005880.2	2603	2951	26
cds-YP_009041231.1	NC_005880.2	3161	3500	927
cds-YP_009041232.1	NC_005880.2	3810	4119	35
cds-YP_009041233.1	NC_005880.2	4324	4612	85
cds-YP_009041234.1	NC_005880.2	4661	4853	25
cds-YP_009041235.1	NC_005880.2	5169	5658	116
cds-YP_009041236.1	NC_005880.2	5825	5984	11
cds-YP_009041237.1	NC_005880.2	6053	6185	33
cds-YP_009041238.1	NC_005880.2	6352	6676	203
cds-YP_009041239.1	NC_005880.2	6775	7012	73
cds-YP_009041240.1	NC_005880.2	7091	7562	144
cds-YP_009041241.1	NC_005880.2	7620	7794	66
cds-YP_009041242.1	NC_005880.2	7793	8063	50
cds-YP_009041243.1	NC_005880.2	8147	8369	99
cds-YP_009041244.1	NC_005880.2	8665	8902	11
cds-YP_009041245.1	NC_005880.2	8901	9075	9
cds-YP_009041246.1	NC_005880.2	9081	9336	17
cds-YP_009041247.1	NC_005880.2	9526	10012	25
cds-YP_009041248.1	NC_005880.2	10004	10436	36
cds-YP_009041249.1	NC_005880.2	10449	10992	51
cds-YP_009041250.1	NC_005880.2	11003	11492	113
cds-YP_009041251.1	NC_005880.2	11504	11903	76
cds-YP_009041252.1	NC_005880.2	11899	12607	215
cds-YP_009041253.1	NC_005880.2	12706	13261	23
cds-YP_009041254.1	NC_005880.2	13276	13594	12
cds-YP_009041255.1	NC_005880.2	14579	15128	106
cds-YP_009041256.1	NC_005880.2	15131	15350	66
cds-YP_009041257.1	NC_005880.2	15350	15545	84
cds-YP_009041258.1	NC_005880.2	15534	16272	240
cds-YP_009041259.1	NC_005880.2	16450	16690	126
cds-YP_009041260.1	NC_005880.2	16691	17081	128
cds-YP_009041261.1	NC_005880.2	17179	17353	14
cds-YP_009041262.1	NC_005880.2	17393	17876	4
cds-YP_009041263.1	NC_005880.2	17925	18468	209
cds-YP_009041264.1	NC_005880.2	18467	19001	235
cds-YP_009041265.1	NC_005880.2	19003	19168	61
cds-YP_009041266.1	NC_005880.2	19170	19446	70
cds-YP_009041267.1	NC_005880.2	19445	20291	296
cds-YP_009041268.1	NC_005880.2	20302	20887	404
cds-YP_009041269.1	NC_005880.2	21155	21422	275
cds-YP_009041270.1	NC_005880.2	21575	21902	78
cds-YP_009041271.1	NC_005880.2	21894	22311	96
cds-YP_009041272.1	NC_005880.2	22444	22747	227
cds-YP_009041273.1	NC_005880.2	22746	22935	92
cds-YP_009041274.1	NC_005880.2	22978	23140	65
cds-YP_009041275.1	NC_005880.2	23139	25188	715
cds-YP_009041276.1	NC_005880.2	25265	25529	40
cds-YP_009041277.1	NC_005880.2	25545	25719	38
cds-YP_009041278.1	NC_005880.2	25725	26304	79
cds-YP_009041279.1	NC_005880.2	26296	26923	142
cds-YP_009041280.1	NC_005880.2	26915	27812	225
cds-YP_009041281.1	NC_005880.2	27811	28036	33
cds-YP_009041282.1	NC_005880.2	28104	28845	241
cds-YP_009041283.1	NC_005880.2	28896	29511	333
cds-YP_009041284.1	NC_005880.2	29526	29952	182
cds-YP_009041285.1	NC_005880.2	29941	30133	61
cds-YP_009041286.1	NC_005880.2	30155	30797	240
cds-YP_009041287.1	NC_005880.2	30786	31017	179
cds-YP_009041288.1	NC_005880.2	31019	31247	144
cds-YP_009041289.1	NC_005880.2	31356	32049	192
cds-YP_009041290.1	NC_005880.2	32235	32871	245
cds-YP_009041291.1	NC_005880.2	32937	33729	490
cds-YP_009041292.1	NC_005880.2	33728	34037	212
cds-YP_009041293.1	NC_005880.2;NC_005880.2	34149;35715	34839;36513	118
cds-YP_009041294.1	NC_005880.2	35049	35550	83
cds-YP_009041295.1	NC_005880.2	36512	37016	3
cds-YP_009041296.1	NC_005880.2	37100	37286	60
cds-YP_009041297.1	NC_005880.2	38832	39051	197
cds-YP_009041298.1	NC_005880.2	39528	39738	0
cds-YP_009041299.1	NC_005880.2	39750	40083	1
cds-YP_009041300.1	NC_005880.2	40095	40422	0
cds-YP_009041301.1	NC_005880.2	40454	40721	2
cds-YP_009041302.1	NC_005880.2	40861	41248	6
cds-YP_009041303.1	NC_005880.2	41225	41504	4
cds-YP_009041304.1	NC_005880.2	41500	41911	7
