#Feature	Chrom	Start	End	Counts
cds-YP_009041223.1	NC_005880.2	485	785	138
cds-YP_009041224.1	NC_005880.2	800	986	128
cds-YP_009041225.1	NC_005880.2	1092	1380	158
cds-YP_009041226.1	NC_005880.2	1379	1706	260
cds-YP_009041227.1	NC_005880.2	1721	2015	206
cds-YP_009041228.1	NC_005880.2	2018	2276	226
cds-YP_009041229.1	NC_005880.2	2353	2593	240
cds-YP_009041230.1	NC_005880.2	2603	2951	312
cds-YP_009041231.1	NC_005880.2	3161	3500	1044
cds-YP_009041232.1	NC_005880.2	3810	4119	78
cds-YP_009041233.1	NC_005880.2	4324	4612	136
cds-YP_009041234.1	NC_005880.2	4661	4853	18
cds-YP_009041235.1	NC_005880.2	5169	5658	1122
cds-YP_009041236.1	NC_005880.2	5825	5984	15
cds-YP_009041237.1	NC_005880.2	6053	6185	72
cds-YP_009041238.1	NC_005880.2	6352	6676	467
cds-YP_009041239.1	NC_005880.2	6775	7012	179
cds-YP_009041240.1	NC_005880.2	7091	7562	446
cds-YP_009041241.1	NC_005880.2	7620	7794	281
cds-YP_009041242.1	NC_005880.2	7793	8063	241
cds-YP_009041243.1	NC_005880.2	8147	8369	294
cds-YP_009041244.1	NC_005880.2	8665	8902	1016
cds-YP_009041245.1	NC_005880.2	8901	9075	861
cds-YP_009041246.1	NC_005880.2	9081	9336	857
cds-YP_009041247.1	NC_005880.2	9526	10012	949
cds-YP_009041248.1	NC_005880.2	10004	10436	1702
cds-YP_009041249.1	NC_005880.2	10449	10992	1573
cds-YP_009041250.1	NC_005880.2	11003	11492	2832
cds-YP_009041251.1	NC_005880.2	11504	11903	1592
cds-YP_009041252.1	NC_005880.2	11899	12607	3297
cds-YP_009041253.1	NC_005880.2	12706	13261	478
cds-YP_009041254.1	NC_005880.2	13276	13594	207
cds-YP_009041255.1	NC_005880.2	14579	15128	2341
cds-YP_009041256.1	NC_005880.2	15131	15350	1302
cds-YP_009041257.1	NC_005880.2	15350	15545	1850
cds-YP_009041258.1	NC_005880.2	15534	16272	3770
cds-YP_009041259.1	NC_005880.2	16450	16690	1528
cds-YP_009041260.1	NC_005880.2	16691	17081	1881
cds-YP_009041261.1	NC_005880.2	17179	17353	90
cds-YP_009041262.1	NC_005880.2	17393	17876	169
cds-YP_009041263.1	NC_005880.2	17925	18468	5531
cds-YP_009041264.1	NC_005880.2	18467	19001	5736
cds-YP_009041265.1	NC_005880.2	19003	19168	1693
cds-YP_009041266.1	NC_005880.2	19170	19446	2338
cds-YP_009041267.1	NC_005880.2	19445	20291	7525
cds-YP_009041268.1	NC_005880.2	20302	20887	9279
cds-YP_009041269.1	NC_005880.2	21155	21422	4254
cds-YP_009041270.1	NC_005880.2	21575	21902	1503
cds-YP_009041271.1	NC_005880.2	21894	22311	1952
cds-YP_009041272.1	NC_005880.2	22444	22747	4830
cds-YP_009041273.1	NC_005880.2	22746	22935	1904
cds-YP_009041274.1	NC_005880.2	22978	23140	1614
cds-YP_009041275.1	NC_005880.2	23139	25188	11241
cds-YP_009041276.1	NC_005880.2	25265	25529	1507
cds-YP_009041277.1	NC_005880.2	25545	25719	1417
cds-YP_009041278.1	NC_005880.2	25725	26304	2251
cds-YP_009041279.1	NC_005880.2	26296	26923	4045
cds-YP_009041280.1	NC_005880.2	26915	27812	4641
cds-YP_009041281.1	NC_005880.2	27811	28036	536
cds-YP_009041282.1	NC_005880.2	28104	28845	6367
cds-YP_009041283.1	NC_005880.2	28896	29511	6227
