#Feature	Chrom	Start	End	Counts
cds-YP_009041223.1	NC_005880.2	485	785	64
cds-YP_009041224.1	NC_005880.2	800	986	59
cds-YP_009041225.1	NC_005880.2	1092	1380	55
cds-YP_009041226.1	NC_005880.2	1379	1706	91
cds-YP_009041227.1	NC_005880.2	1721	2015	68
cds-YP_009041228.1	NC_005880.2	2018	2276	63
cds-YP_009041229.1	NC_005880.2	2353	2593	84
cds-YP_009041230.1	NC_005880.2	2603	2951	110
cds-YP_009041231.1	NC_005880.2	3161	3500	291
cds-YP_009041232.1	NC_005880.2	3810	4119	62
cds-YP_009041233.1	NC_005880.2	4324	4612	74
cds-YP_009041234.1	NC_005880.2	4661	4853	9
cds-YP_009041235.1	NC_005880.2	5169	5658	1135
cds-YP_009041236.1	NC_005880.2	5825	5984	21
cds-YP_009041237.1	NC_005880.2	6053	6185	46
cds-YP_009041238.1	NC_005880.2	6352	6676	351
cds-YP_009041239.1	NC_005880.2	6775	7012	176
cds-YP_009041240.1	NC_005880.2	7091	7562	436
cds-YP_009041241.1	NC_005880.2	7620	7794	253
cds-YP_009041242.1	NC_005880.2	7793	8063	198
cds-YP_009041243.1	NC_005880.2	8147	8369	216
cds-YP_009041244.1	NC_005880.2	8665	8902	3274
cds-YP_009041245.1	NC_005880.2	8901	9075	2550
cds-YP_009041246.1	NC_005880.2	9081	9336	2143
cds-YP_009041247.1	NC_005880.2	9526	10012	1591
cds-YP_009041248.1	NC_005880.2	10004	10436	1838
cds-YP_009041249.1	NC_005880.2	10449	10992	1759
cds-YP_009041250.1	NC_005880.2	11003	11492	2911
cds-YP_009041251.1	NC_005880.2	11504	11903	1325
cds-YP_009041252.1	NC_005880.2	11899	12607	2450
cds-YP_009041253.1	NC_005880.2	12706	13261	9230
cds-YP_009041254.1	NC_005880.2	13276	13594	4084
cds-YP_009041255.1	NC_005880.2	14579	15128	2403
cds-YP_009041256.1	NC_005880.2	15131	15350	1127
cds-YP_009041257.1	NC_005880.2	15350	15545	1621
cds-YP_009041258.1	NC_005880.2	15534	16272	2691
cds-YP_009041259.1	NC_005880.2	16450	16690	737
cds-YP_009041260.1	NC_005880.2	16691	17081	1065
cds-YP_009041261.1	NC_005880.2	17179	17353	4590
cds-YP_009041262.1	NC_005880.2	17393	17876	2605
cds-YP_009041263.1	NC_005880.2	17925	18468	8784
cds-YP_009041264.1	NC_005880.2	18467	19001	7772
cds-YP_009041265.1	NC_005880.2	19003	19168	1494
cds-YP_009041266.1	NC_005880.2	19170	19446	1906
cds-YP_009041267.1	NC_005880.2	19445	20291	4611
cds-YP_009041268.1	NC_005880.2	20302	20887	5210
cds-YP_009041269.1	NC_005880.2	21155	21422	2314
cds-YP_009041270.1	NC_005880.2	21575	21902	4844
cds-YP_009041271.1	NC_005880.2	21894	22311	5588
cds-YP_009041272.1	NC_005880.2	22444	22747	11809
cds-YP_009041273.1	NC_005880.2	22746	22935	3426
cds-YP_009041274.1	NC_005880.2	22978	23140	1463
cds-YP_009041275.1	NC_005880.2	23139	25188	7769
cds-YP_009041276.1	NC_005880.2	25265	25529	5784
cds-YP_009041277.1	NC_005880.2	25545	25719	5560
cds-YP_009041278.1	NC_005880.2	25725	26304	7785
cds-YP_009041279.1	NC_005880.2	26296	26923	6277
cds-YP_009041280.1	NC_005880.2	26915	27812	5479
cds-YP_009041281.1	NC_005880.2	27811	28036	512
cds-YP_009041282.1	NC_005880.2	28104	28845	13309
cds-YP_009041283.1	NC_005880.2	28896	29511	9786
cds-YP_009041284.1	NC_005880.2	29526	29952	4787
cds-YP_009041285.1	NC_005880.2	29941	30133	1340
cds-YP_009041286.1	NC_005880.2	30155	30797	4764
cds-YP_009041287.1	NC_005880.2	30786	31017	2470
cds-YP_009041288.1	NC_005880.2	31019	31247	1854
cds-YP_009041289.1	NC_005880.2	31356	32049	5568
cds-YP_009041290.1	NC_005880.2	32235	32871	2176
cds-YP_009041291.1	NC_005880.2	32937	33729	14428
cds-YP_009041292.1	NC_005880.2	33728	34037	3845
cds-YP_009041293.1	NC_005880.2;NC_005880.2	34149;35715	34839;36513	54443
cds-YP_009041294.1	NC_005880.2	35049	35550	4820
cds-YP_009041295.1	NC_005880.2	36512	37016	19214
cds-YP_009041296.1	NC_005880.2	37100	37286	5039
cds-YP_009041297.1	NC_005880.2	38832	39051	542
cds-YP_009041298.1	NC_005880.2	39528	39738	3988
cds-YP_009041299.1	NC_005880.2	39750	40083	6139
cds-YP_009041300.1	NC_005880.2	40095	40422	3838
cds-YP_009041301.1	NC_005880.2	40454	40721	1086
cds-YP_009041302.1	NC_005880.2	40861	41248	5587
cds-YP_009041303.1	NC_005880.2	41225	41504	6654
cds-YP_009041304.1	NC_005880.2	41500	41911	9167
cds-YP_009041305.1	NC_005880.2	41925	43743	47918
cds-YP_009041306.1	NC_005880.2	43735	44557	33565
cds-YP_009041307.1	NC_005880.2	44543	44717	2724
cds-YP_009041308.1	NC_005880.2	44713	45193	17775
cds-YP_009041309.1	NC_005880.2	45234	46428	52151
cds-YP_009041310.1	NC_005880.2	46512	46854	1947
cds-YP_009041311.1	NC_005880.2	46871	47243	6204
cds-YP_009041312.1	NC_005880.2	47246	48938	37907
cds-YP_009041313.1	NC_005880.2	49131	49905	64386
cds-YP_009041314.1	NC_005880.2	49923	50874	120697
cds-YP_009041315.1	NC_005880.2	50989	52381	444730
cds-YP_009041316.1	NC_005880.2	52472	52769	4957
cds-YP_009041317.1	NC_005880.2	52781	53690	22704
cds-YP_009041318.1	NC_005880.2	53703	54582	18932
cds-YP_009041319.1	NC_005880.2	54581	55202	14181
cds-YP_009041320.1	NC_005880.2	55220	56057	53443
cds-YP_009041321.1	NC_005880.2	56058	56274	19183
cds-YP_009041322.1	NC_005880.2	56300	58064	253066
cds-YP_009041323.1	NC_005880.2	58136	58565	69567
cds-YP_009041324.1	NC_005880.2	58661	58802	117
cds-YP_009041325.1	NC_005880.2	58844	59303	1098
cds-YP_009041326.1	NC_005880.2	59315	59510	525
cds-YP_009041327.1	NC_005880.2	59591	59903	3451
cds-YP_009041328.1	NC_005880.2	60034	60493	19879
cds-YP_009041329.1	NC_005880.2	60536	61073	34865
cds-YP_009041330.1	NC_005880.2	61128	65184	70630
cds-YP_009041331.1	NC_005880.2	65262	67689	15319
cds-YP_009041332.1	NC_005880.2	67702	68590	6733
cds-YP_009041333.1	NC_005880.2	68589	71136	22766
cds-YP_009041334.1	NC_005880.2	71242	72034	6184
cds-YP_009041335.1	NC_005880.2	72033	72558	4085
cds-YP_009041336.1	NC_005880.2	72557	73262	6772
cds-YP_009041337.1	NC_005880.2	73276	74323	10335
cds-YP_009041338.1	NC_005880.2	74343	77403	32024
cds-YP_009041339.1	NC_005880.2	77513	78035	16665
cds-YP_009041340.1	NC_005880.2	78055	81514	137743
cds-YP_009041341.1	NC_005880.2	81562	81721	3050
cds-YP_009041342.1	NC_005880.2	81721	83644	35132
cds-YP_009041343.1	NC_005880.2	83666	84041	9203
cds-YP_009041344.1	NC_005880.2	84047	85424	32612
cds-YP_009041345.1	NC_005880.2	85515	87264	30865
cds-YP_009041346.1	NC_005880.2	87275	88889	23344
cds-YP_009041347.1	NC_005880.2	88881	90324	30773
cds-YP_009041348.1	NC_005880.2	90402	91440	4670
cds-YP_009041349.1	NC_005880.2	91439	91817	1884
cds-YP_009041350.1	NC_005880.2	91816	93736	10531
cds-YP_009041351.1	NC_005880.2	93735	94332	3413
cds-YP_009041352.1	NC_005880.2	94346	95414	5165
cds-YP_009041353.1	NC_005880.2	95480	95819	7340
cds-YP_009041354.1	NC_005880.2	95818	96271	17940
cds-YP_009041355.1	NC_005880.2	96257	96866	18996
cds-YP_009041356.1	NC_005880.2	96882	97275	8593
cds-YP_009041357.1	NC_005880.2	97289	99404	40012
cds-YP_009041358.1	NC_005880.2	99417	100467	21712
cds-YP_009041359.1	NC_005880.2	100484	100814	9490
cds-YP_009041360.1	NC_005880.2	100797	101118	13944
cds-YP_009041361.1	NC_005880.2	101324	101921	6375
cds-YP_009041362.1	NC_005880.2	101930	102236	4998
cds-YP_009041363.1	NC_005880.2;NC_005880.2;NC_005880.2	102311;103979;106420	103181;105338;107410	20025
cds-YP_009041364.1	NC_005880.2	103391	103862	4686
cds-YP_009041365.1	NC_005880.2	105506	106316	5227
cds-YP_009041366.1	NC_005880.2	107478	107721	8045
cds-YP_009041367.1	NC_005880.2	107737	108220	8304
cds-YP_009041368.1	NC_005880.2	108306	109578	52188
cds-YP_009041369.1	NC_005880.2	109637	110894	30701
cds-YP_009041370.1	NC_005880.2	110897	111251	7501
cds-YP_009041371.1	NC_005880.2	111237	111900	14280
cds-YP_009041372.1	NC_005880.2	112027	112660	29822
cds-YP_009041373.1	NC_005880.2	112682	113195	29874
cds-YP_009041374.1	NC_005880.2	113209	113437	14855
cds-YP_009041375.1	NC_005880.2	113532	113793	3383
cds-YP_009041376.1	NC_005880.2	113796	114552	7924
cds-YP_009041377.1	NC_005880.2	114544	115795	24267
cds-YP_009041378.1	NC_005880.2	115808	116177	8037
cds-YP_009041379.1	NC_005880.2	116163	116475	9590
cds-YP_009041380.1	NC_005880.2	116538	117075	3097
cds-YP_009041381.1	NC_005880.2	117067	117835	6012
cds-YP_009041382.1	NC_005880.2	117812	118259	3554
cds-YP_009041383.1	NC_005880.2	118258	119122	8611
cds-YP_009041384.1	NC_005880.2	119493	120225	8005
cds-YP_009041385.1	NC_005880.2	120242	120701	7243
cds-YP_009041386.1	NC_005880.2	120765	121209	10943
cds-YP_009041387.1	NC_005880.2	121225	121930	15445
cds-YP_009041388.1	NC_005880.2	121991	122390	5618
cds-YP_009041389.1	NC_005880.2	122536	122779	2128
cds-YP_009041390.1	NC_005880.2	122783	123341	3642
cds-YP_009041391.1	NC_005880.2	123376	123553	3406
cds-YP_009041392.1	NC_005880.2	123542	124076	7438
cds-YP_009041393.1	NC_005880.2	124090	124339	4104
cds-YP_009041394.1	NC_005880.2	124350	124527	1600
cds-YP_009041395.1	NC_005880.2	124519	124816	915
cds-YP_009041396.1	NC_005880.2	124863	125046	888
cds-YP_009041397.1	NC_005880.2	125058	125427	2518
cds-YP_009041398.1	NC_005880.2	125439	125787	3437
cds-YP_009041399.1	NC_005880.2	125792	126065	1632
cds-YP_009041400.1	NC_005880.2	126134	126440	1550
cds-YP_009041401.1	NC_005880.2	126454	126805	2653
cds-YP_009041402.1	NC_005880.2	126804	127407	5108
cds-YP_009041403.1	NC_005880.2	127420	127600	1919
cds-YP_009041404.1	NC_005880.2	127826	128228	2964
cds-YP_009041405.1	NC_005880.2	128229	128523	6201
cds-YP_009041406.1	NC_005880.2	128539	128827	6388
cds-YP_009041407.1	NC_005880.2	128837	128954	4126
cds-YP_009041408.1	NC_005880.2	128943	129207	6940
cds-YP_009041409.1	NC_005880.2	129283	129589	446
