#Feature	Chrom	Start	End	Counts
UAKGERNU_CDS_0001	NC_005880.2	84	180	23
UAKGERNU_CDS_0002	NC_005880.2	273	381	9
UAKGERNU_CDS_0003	NC_005880.2	485	785	203
UAKGERNU_CDS_0004	NC_005880.2	800	986	207
UAKGERNU_CDS_0005	NC_005880.2	1092	1380	196
UAKGERNU_CDS_0006	NC_005880.2	1379	1706	248
UAKGERNU_CDS_0007	NC_005880.2	1721	2015	216
UAKGERNU_CDS_0008	NC_005880.2	2018	2276	217
UAKGERNU_CDS_0009	NC_005880.2	2353	2593	232
UAKGERNU_CDS_0010	NC_005880.2	2603	2951	299
UAKGERNU_CDS_0011	NC_005880.2	3161	3500	2016
UAKGERNU_CDS_0012	NC_005880.2	3478	3637	183
UAKGERNU_CDS_0013	NC_005880.2	3650	3764	0
UAKGERNU_CDS_0014	NC_005880.2	3810	4119	106
UAKGERNU_CDS_0015	NC_005880.2	4137	4272	42
UAKGERNU_CDS_0016	NC_005880.2	4324	4612	177
UAKGERNU_CDS_0017	NC_005880.2	4661	4853	42
UAKGERNU_CDS_0018	NC_005880.2	4839	4935	10
UAKGERNU_CDS_0019	NC_005880.2	4961	5102	26
UAKGERNU_CDS_0020	NC_005880.2	5169	5658	1280
UAKGERNU_CDS_0021	NC_005880.2	5816	5984	33
UAKGERNU_CDS_0022	NC_005880.2	6053	6185	97
UAKGERNU_CDS_0023	NC_005880.2	6352	6676	597
UAKGERNU_CDS_0024	NC_005880.2	6775	7012	149
UAKGERNU_CDS_0025	NC_005880.2	7091	7562	392
UAKGERNU_CDS_0026	NC_005880.2	7620	7794	148
UAKGERNU_CDS_0027	NC_005880.2	7793	8063	145
UAKGERNU_CDS_0028	NC_005880.2	8147	8369	274
UAKGERNU_CDS_0029	NC_005880.2	8442	8544	28
UAKGERNU_CDS_0030	NC_005880.2	8559	8682	126
UAKGERNU_CDS_0031	NC_005880.2	8665	8902	766
UAKGERNU_CDS_0032	NC_005880.2	8901	9075	633
UAKGERNU_CDS_0033	NC_005880.2	9081	9336	761
UAKGERNU_CDS_0034	NC_005880.2	9338	9530	378
UAKGERNU_CDS_0035	NC_005880.2	9526	10012	726
UAKGERNU_CDS_0036	NC_005880.2	10004	10436	1169
UAKGERNU_CDS_0037	NC_005880.2	10449	10992	1208
UAKGERNU_CDS_0038	NC_005880.2	11003	11492	2031
UAKGERNU_CDS_0039	NC_005880.2	11504	11903	1191
UAKGERNU_CDS_0040	NC_005880.2	11899	12607	2312
UAKGERNU_CDS_0041	NC_005880.2	12706	13261	738
UAKGERNU_CDS_0042	NC_005880.2	13276	13594	343
UAKGERNU_CDS_0043	NC_005880.2	13662	13776	4156
UAKGERNU_CDS_0044	NC_005880.2	13784	13961	4034
UAKGERNU_CDS_0045	NC_005880.2	13957	14086	2794
UAKGERNU_CDS_0046	NC_005880.2	14163	14364	1727
UAKGERNU_CDS_0047	NC_005880.2	14363	14465	1825
UAKGERNU_CDS_0048	NC_005880.2	14579	15128	2722
UAKGERNU_CDS_0049	NC_005880.2	15131	15350	1487
UAKGERNU_CDS_0050	NC_005880.2	15350	15545	1960
UAKGERNU_CDS_0051	NC_005880.2	15534	16272	3808
UAKGERNU_CDS_0052	NC_005880.2	16334	16439	737
UAKGERNU_CDS_0053	NC_005880.2	16450	16690	1331
UAKGERNU_CDS_0054	NC_005880.2	16691	17081	1382
UAKGERNU_CDS_0055	NC_005880.2	17179	17353	131
UAKGERNU_CDS_0056	NC_005880.2	17393	17876	241
UAKGERNU_CDS_0057	NC_005880.2	17925	18468	6126
UAKGERNU_CDS_0058	NC_005880.2	18467	19001	5684
UAKGERNU_CDS_0059	NC_005880.2	19003	19168	1667
UAKGERNU_CDS_0060	NC_005880.2	19170	19446	2284
UAKGERNU_CDS_0061	NC_005880.2	19445	20291	5953
UAKGERNU_CDS_0062	NC_005880.2	20302	21187	8644
UAKGERNU_CDS_0063	NC_005880.2	21155	21422	2685
UAKGERNU_CDS_0064	NC_005880.2	21437	21545	26
UAKGERNU_CDS_0065	NC_005880.2	21575	21902	1902
UAKGERNU_CDS_0066	NC_005880.2	21894	22311	2361
UAKGERNU_CDS_0067	NC_005880.2	22444	22747	5060
UAKGERNU_CDS_0068	NC_005880.2	22746	22935	1863
UAKGERNU_CDS_0069	NC_005880.2	22978	23140	1282
UAKGERNU_CDS_0070	NC_005880.2	23139	25188	9629
UAKGERNU_CDS_0071	NC_005880.2	25265	25529	1955
UAKGERNU_CDS_0072	NC_005880.2	25545	25719	1692
UAKGERNU_CDS_0073	NC_005880.2	25725	26304	2600
UAKGERNU_CDS_0074	NC_005880.2	26296	26923	3532
UAKGERNU_CDS_0075	NC_005880.2	26915	27812	4378
UAKGERNU_CDS_0076	NC_005880.2	27811	28036	543
UAKGERNU_CDS_0077	NC_005880.2	28104	28845	6340
UAKGERNU_CDS_0078	NC_005880.2	28896	29511	5837
UAKGERNU_CDS_0079	NC_005880.2	29526	29952	3279
UAKGERNU_CDS_0080	NC_005880.2	29941	30133	1086
UAKGERNU_CDS_0081	NC_005880.2	30155	30797	3784
UAKGERNU_CDS_0082	NC_005880.2	30786	31017	2144
UAKGERNU_CDS_0083	NC_005880.2	31019	31247	2115
UAKGERNU_CDS_0084	NC_005880.2	31356	32049	1869
UAKGERNU_CDS_0085	NC_005880.2	32235	32871	3418
UAKGERNU_CDS_0086	NC_005880.2	32937	33729	9231
UAKGERNU_CDS_0087	NC_005880.2	33728	34037	3077
UAKGERNU_CDS_0088	NC_005880.2	34149	34779	1968
UAKGERNU_CDS_0089	NC_005880.2	35014	35104	484
UAKGERNU_CDS_0090	NC_005880.2	35049	35550	1379
UAKGERNU_CDS_0091	NC_005880.2	35642	35744	27
UAKGERNU_CDS_0092	NC_005880.2	35709	36513	232
UAKGERNU_CDS_0093	NC_005880.2	36512	37016	192
UAKGERNU_CDS_0094	NC_005880.2	37100	37286	1161
UAKGERNU_CDS_0095	NC_005880.2	37348	37477	1017
UAKGERNU_CDS_0096	NC_005880.2	37687	37792	640
UAKGERNU_CDS_0097	NC_005880.2	37961	38084	2968
UAKGERNU_CDS_0098	NC_005880.2	38474	38582	1256
UAKGERNU_CDS_0099	NC_005880.2	38582	38753	563
UAKGERNU_CDS_0100	NC_005880.2	38832	39051	1190
UAKGERNU_CDS_0101	NC_005880.2	39164	39305	0
UAKGERNU_CDS_0102	NC_005880.2	39528	39738	16
UAKGERNU_CDS_0103	NC_005880.2	39750	40083	17
UAKGERNU_CDS_0104	NC_005880.2	40095	40422	14
UAKGERNU_CDS_0105	NC_005880.2	40454	40721	26
UAKGERNU_CDS_0106	NC_005880.2	40815	40908	38
UAKGERNU_CDS_0107	NC_005880.2	40981	41248	73
UAKGERNU_CDS_0108	NC_005880.2	41225	41504	113
UAKGERNU_CDS_0109	NC_005880.2	41584	41911	134
UAKGERNU_CDS_0110	NC_005880.2	41925	43743	691
UAKGERNU_CDS_0111	NC_005880.2	43735	44557	2355
UAKGERNU_CDS_0112	NC_005880.2	44627	44717	200
UAKGERNU_CDS_0113	NC_005880.2	44713	45193	985
UAKGERNU_CDS_0114	NC_005880.2	45285	46428	2337
UAKGERNU_CDS_0115	NC_005880.2	46512	46854	54
UAKGERNU_CDS_0116	NC_005880.2	46931	47243	147
UAKGERNU_CDS_0117	NC_005880.2	47246	48938	651
UAKGERNU_CDS_0118	NC_005880.2	49164	49905	330
UAKGERNU_CDS_0119	NC_005880.2	49923	50874	604
UAKGERNU_CDS_0120	NC_005880.2	50989	52381	1551
UAKGERNU_CDS_0121	NC_005880.2	52472	52769	67
UAKGERNU_CDS_0122	NC_005880.2	52781	53690	304
UAKGERNU_CDS_0123	NC_005880.2	53703	54582	322
UAKGERNU_CDS_0124	NC_005880.2	54581	55202	257
UAKGERNU_CDS_0125	NC_005880.2	55220	56057	466
UAKGERNU_CDS_0126	NC_005880.2	56058	56274	143
UAKGERNU_CDS_0127	NC_005880.2	56300	58064	1352
UAKGERNU_CDS_0128	NC_005880.2	58136	58565	366
UAKGERNU_CDS_0129	NC_005880.2	58661	58802	195
UAKGERNU_CDS_0130	NC_005880.2	58844	59303	2585
UAKGERNU_CDS_0131	NC_005880.2	59315	59510	1206
UAKGERNU_CDS_0132	NC_005880.2	59591	59903	6729
