#Feature	Chrom	Start	End	Counts
UAKGERNU_CDS_0001	NC_005880.2	84	180	20
UAKGERNU_CDS_0002	NC_005880.2	273	381	1
UAKGERNU_CDS_0003	NC_005880.2	485	785	119
UAKGERNU_CDS_0004	NC_005880.2	800	986	145
UAKGERNU_CDS_0005	NC_005880.2	1092	1380	118
UAKGERNU_CDS_0006	NC_005880.2	1379	1706	177
UAKGERNU_CDS_0007	NC_005880.2	1721	2015	169
UAKGERNU_CDS_0008	NC_005880.2	2018	2276	191
UAKGERNU_CDS_0009	NC_005880.2	2353	2593	212
UAKGERNU_CDS_0010	NC_005880.2	2603	2951	298
UAKGERNU_CDS_0011	NC_005880.2	3161	3500	404
UAKGERNU_CDS_0012	NC_005880.2	3478	3637	42
UAKGERNU_CDS_0013	NC_005880.2	3650	3764	2
UAKGERNU_CDS_0014	NC_005880.2	3810	4119	59
UAKGERNU_CDS_0015	NC_005880.2	4137	4272	18
UAKGERNU_CDS_0016	NC_005880.2	4324	4612	71
UAKGERNU_CDS_0017	NC_005880.2	4661	4853	8
UAKGERNU_CDS_0018	NC_005880.2	4839	4935	7
UAKGERNU_CDS_0019	NC_005880.2	4961	5102	29
UAKGERNU_CDS_0020	NC_005880.2	5169	5658	1329
UAKGERNU_CDS_0021	NC_005880.2	5816	5984	7
UAKGERNU_CDS_0022	NC_005880.2	6053	6185	27
UAKGERNU_CDS_0023	NC_005880.2	6352	6676	285
UAKGERNU_CDS_0024	NC_005880.2	6775	7012	99
UAKGERNU_CDS_0025	NC_005880.2	7091	7562	360
UAKGERNU_CDS_0026	NC_005880.2	7620	7794	146
UAKGERNU_CDS_0027	NC_005880.2	7793	8063	170
UAKGERNU_CDS_0028	NC_005880.2	8147	8369	226
UAKGERNU_CDS_0029	NC_005880.2	8442	8544	74
UAKGERNU_CDS_0030	NC_005880.2	8559	8682	555
UAKGERNU_CDS_0031	NC_005880.2	8665	8902	3580
UAKGERNU_CDS_0032	NC_005880.2	8901	9075	2787
UAKGERNU_CDS_0033	NC_005880.2	9081	9336	2469
UAKGERNU_CDS_0034	NC_005880.2	9338	9530	1272
UAKGERNU_CDS_0035	NC_005880.2	9526	10012	1716
UAKGERNU_CDS_0036	NC_005880.2	10004	10436	2640
UAKGERNU_CDS_0037	NC_005880.2	10449	10992	2428
UAKGERNU_CDS_0038	NC_005880.2	11003	11492	4134
UAKGERNU_CDS_0039	NC_005880.2	11504	11903	2104
UAKGERNU_CDS_0040	NC_005880.2	11899	12607	3551
UAKGERNU_CDS_0041	NC_005880.2	12706	13261	1712
UAKGERNU_CDS_0042	NC_005880.2	13276	13594	731
UAKGERNU_CDS_0043	NC_005880.2	13662	13776	13654
UAKGERNU_CDS_0044	NC_005880.2	13784	13961	12648
UAKGERNU_CDS_0045	NC_005880.2	13957	14086	8071
UAKGERNU_CDS_0046	NC_005880.2	14163	14364	5212
UAKGERNU_CDS_0047	NC_005880.2	14363	14465	6419
UAKGERNU_CDS_0048	NC_005880.2	14579	15128	4392
UAKGERNU_CDS_0049	NC_005880.2	15131	15350	2030
UAKGERNU_CDS_0050	NC_005880.2	15350	15545	2800
UAKGERNU_CDS_0051	NC_005880.2	15534	16272	4862
UAKGERNU_CDS_0052	NC_005880.2	16334	16439	883
UAKGERNU_CDS_0053	NC_005880.2	16450	16690	1546
UAKGERNU_CDS_0054	NC_005880.2	16691	17081	1870
UAKGERNU_CDS_0055	NC_005880.2	17179	17353	221
UAKGERNU_CDS_0056	NC_005880.2	17393	17876	396
UAKGERNU_CDS_0057	NC_005880.2	17925	18468	12516
UAKGERNU_CDS_0058	NC_005880.2	18467	19001	10972
UAKGERNU_CDS_0059	NC_005880.2	19003	19168	3071
UAKGERNU_CDS_0060	NC_005880.2	19170	19446	4026
UAKGERNU_CDS_0061	NC_005880.2	19445	20291	10244
UAKGERNU_CDS_0062	NC_005880.2	20302	21187	14944
UAKGERNU_CDS_0063	NC_005880.2	21155	21422	3856
UAKGERNU_CDS_0064	NC_005880.2	21437	21545	30
UAKGERNU_CDS_0065	NC_005880.2	21575	21902	4124
UAKGERNU_CDS_0066	NC_005880.2	21894	22311	4966
UAKGERNU_CDS_0067	NC_005880.2	22444	22747	12265
UAKGERNU_CDS_0068	NC_005880.2	22746	22935	3844
UAKGERNU_CDS_0069	NC_005880.2	22978	23140	2454
UAKGERNU_CDS_0070	NC_005880.2	23139	25188	14897
UAKGERNU_CDS_0071	NC_005880.2	25265	25529	4494
UAKGERNU_CDS_0072	NC_005880.2	25545	25719	4244
UAKGERNU_CDS_0073	NC_005880.2	25725	26304	6300
UAKGERNU_CDS_0074	NC_005880.2	26296	26923	9091
UAKGERNU_CDS_0075	NC_005880.2	26915	27812	8356
UAKGERNU_CDS_0076	NC_005880.2	27811	28036	809
UAKGERNU_CDS_0077	NC_005880.2	28104	28845	16239
UAKGERNU_CDS_0078	NC_005880.2	28896	29511	14331
UAKGERNU_CDS_0079	NC_005880.2	29526	29952	7609
UAKGERNU_CDS_0080	NC_005880.2	29941	30133	2163
UAKGERNU_CDS_0081	NC_005880.2	30155	30797	7307
UAKGERNU_CDS_0082	NC_005880.2	30786	31017	3586
UAKGERNU_CDS_0083	NC_005880.2	31019	31247	2819
UAKGERNU_CDS_0084	NC_005880.2	31356	32049	2919
UAKGERNU_CDS_0085	NC_005880.2	32235	32871	3373
UAKGERNU_CDS_0086	NC_005880.2	32937	33729	19398
UAKGERNU_CDS_0087	NC_005880.2	33728	34037	5496
UAKGERNU_CDS_0088	NC_005880.2	34149	34779	3827
UAKGERNU_CDS_0089	NC_005880.2	35014	35104	730
UAKGERNU_CDS_0090	NC_005880.2	35049	35550	1726
UAKGERNU_CDS_0091	NC_005880.2	35642	35744	108
UAKGERNU_CDS_0092	NC_005880.2	35709	36513	1115
UAKGERNU_CDS_0093	NC_005880.2	36512	37016	761
UAKGERNU_CDS_0094	NC_005880.2	37100	37286	3698
UAKGERNU_CDS_0095	NC_005880.2	37348	37477	5530
UAKGERNU_CDS_0096	NC_005880.2	37687	37792	3741
UAKGERNU_CDS_0097	NC_005880.2	37961	38084	10034
UAKGERNU_CDS_0098	NC_005880.2	38474	38582	4510
UAKGERNU_CDS_0099	NC_005880.2	38582	38753	363
UAKGERNU_CDS_0100	NC_005880.2	38832	39051	722
UAKGERNU_CDS_0101	NC_005880.2	39164	39305	0
UAKGERNU_CDS_0102	NC_005880.2	39528	39738	33
UAKGERNU_CDS_0103	NC_005880.2	39750	40083	59
UAKGERNU_CDS_0104	NC_005880.2	40095	40422	38
UAKGERNU_CDS_0105	NC_005880.2	40454	40721	175
UAKGERNU_CDS_0106	NC_005880.2	40815	40908	203
