#Feature	Chrom	Start	End	Counts
UAKGERNU_CDS_0001	NC_005880.2	84	180	20
UAKGERNU_CDS_0002	NC_005880.2	273	381	8
UAKGERNU_CDS_0003	NC_005880.2	485	785	97
UAKGERNU_CDS_0004	NC_005880.2	800	986	71
UAKGERNU_CDS_0005	NC_005880.2	1092	1380	86
UAKGERNU_CDS_0006	NC_005880.2	1379	1706	139
UAKGERNU_CDS_0007	NC_005880.2	1721	2015	82
UAKGERNU_CDS_0008	NC_005880.2	2018	2276	82
UAKGERNU_CDS_0009	NC_005880.2	2353	2593	101
UAKGERNU_CDS_0010	NC_005880.2	2603	2951	136
UAKGERNU_CDS_0011	NC_005880.2	3161	3500	803
UAKGERNU_CDS_0012	NC_005880.2	3478	3637	86
UAKGERNU_CDS_0013	NC_005880.2	3650	3764	0
UAKGERNU_CDS_0014	NC_005880.2	3810	4119	40
UAKGERNU_CDS_0015	NC_005880.2	4137	4272	20
UAKGERNU_CDS_0016	NC_005880.2	4324	4612	75
UAKGERNU_CDS_0017	NC_005880.2	4661	4853	12
UAKGERNU_CDS_0018	NC_005880.2	4839	4935	3
UAKGERNU_CDS_0019	NC_005880.2	4961	5102	8
UAKGERNU_CDS_0020	NC_005880.2	5169	5658	612
UAKGERNU_CDS_0021	NC_005880.2	5816	5984	13
UAKGERNU_CDS_0022	NC_005880.2	6053	6185	44
UAKGERNU_CDS_0023	NC_005880.2	6352	6676	297
UAKGERNU_CDS_0024	NC_005880.2	6775	7012	106
UAKGERNU_CDS_0025	NC_005880.2	7091	7562	238
UAKGERNU_CDS_0026	NC_005880.2	7620	7794	149
UAKGERNU_CDS_0027	NC_005880.2	7793	8063	137
UAKGERNU_CDS_0028	NC_005880.2	8147	8369	170
UAKGERNU_CDS_0029	NC_005880.2	8442	8544	12
UAKGERNU_CDS_0030	NC_005880.2	8559	8682	61
UAKGERNU_CDS_0031	NC_005880.2	8665	8902	425
UAKGERNU_CDS_0032	NC_005880.2	8901	9075	365
UAKGERNU_CDS_0033	NC_005880.2	9081	9336	350
UAKGERNU_CDS_0034	NC_005880.2	9338	9530	200
UAKGERNU_CDS_0035	NC_005880.2	9526	10012	369
UAKGERNU_CDS_0036	NC_005880.2	10004	10436	668
UAKGERNU_CDS_0037	NC_005880.2	10449	10992	605
UAKGERNU_CDS_0038	NC_005880.2	11003	11492	1021
UAKGERNU_CDS_0039	NC_005880.2	11504	11903	658
UAKGERNU_CDS_0040	NC_005880.2	11899	12607	1377
UAKGERNU_CDS_0041	NC_005880.2	12706	13261	275
UAKGERNU_CDS_0042	NC_005880.2	13276	13594	125
UAKGERNU_CDS_0043	NC_005880.2	13662	13776	2074
UAKGERNU_CDS_0044	NC_005880.2	13784	13961	2157
UAKGERNU_CDS_0045	NC_005880.2	13957	14086	1388
UAKGERNU_CDS_0046	NC_005880.2	14163	14364	925
UAKGERNU_CDS_0047	NC_005880.2	14363	14465	830
UAKGERNU_CDS_0048	NC_005880.2	14579	15128	1008
UAKGERNU_CDS_0049	NC_005880.2	15131	15350	580
UAKGERNU_CDS_0050	NC_005880.2	15350	15545	789
UAKGERNU_CDS_0051	NC_005880.2	15534	16272	1628
UAKGERNU_CDS_0052	NC_005880.2	16334	16439	347
UAKGERNU_CDS_0053	NC_005880.2	16450	16690	667
UAKGERNU_CDS_0054	NC_005880.2	16691	17081	928
UAKGERNU_CDS_0055	NC_005880.2	17179	17353	50
UAKGERNU_CDS_0056	NC_005880.2	17393	17876	65
UAKGERNU_CDS_0057	NC_005880.2	17925	18468	2523
UAKGERNU_CDS_0058	NC_005880.2	18467	19001	2625
UAKGERNU_CDS_0059	NC_005880.2	19003	19168	734
UAKGERNU_CDS_0060	NC_005880.2	19170	19446	969
UAKGERNU_CDS_0061	NC_005880.2	19445	20291	3308
UAKGERNU_CDS_0062	NC_005880.2	20302	21187	5790
UAKGERNU_CDS_0063	NC_005880.2	21155	21422	2155
UAKGERNU_CDS_0064	NC_005880.2	21437	21545	29
UAKGERNU_CDS_0065	NC_005880.2	21575	21902	772
UAKGERNU_CDS_0066	NC_005880.2	21894	22311	919
UAKGERNU_CDS_0067	NC_005880.2	22444	22747	2176
UAKGERNU_CDS_0068	NC_005880.2	22746	22935	888
UAKGERNU_CDS_0069	NC_005880.2	22978	23140	613
UAKGERNU_CDS_0070	NC_005880.2	23139	25188	4887
UAKGERNU_CDS_0071	NC_005880.2	25265	25529	725
UAKGERNU_CDS_0072	NC_005880.2	25545	25719	651
UAKGERNU_CDS_0073	NC_005880.2	25725	26304	1042
UAKGERNU_CDS_0074	NC_005880.2	26296	26923	1850
UAKGERNU_CDS_0075	NC_005880.2	26915	27812	2106
UAKGERNU_CDS_0076	NC_005880.2	27811	28036	224
UAKGERNU_CDS_0077	NC_005880.2	28104	28845	2714
UAKGERNU_CDS_0078	NC_005880.2	28896	29511	2724
UAKGERNU_CDS_0079	NC_005880.2	29526	29952	1539
UAKGERNU_CDS_0080	NC_005880.2	29941	30133	461
UAKGERNU_CDS_0081	NC_005880.2	30155	30797	1659
UAKGERNU_CDS_0082	NC_005880.2	30786	31017	1018
UAKGERNU_CDS_0083	NC_005880.2	31019	31247	875
UAKGERNU_CDS_0084	NC_005880.2	31356	32049	1512
UAKGERNU_CDS_0085	NC_005880.2	32235	32871	1531
UAKGERNU_CDS_0086	NC_005880.2	32937	33729	4621
UAKGERNU_CDS_0087	NC_005880.2	33728	34037	1456
UAKGERNU_CDS_0088	NC_005880.2	34149	34779	1126
UAKGERNU_CDS_0089	NC_005880.2	35014	35104	263
UAKGERNU_CDS_0090	NC_005880.2	35049	35550	695
UAKGERNU_CDS_0091	NC_005880.2	35642	35744	10
UAKGERNU_CDS_0092	NC_005880.2	35709	36513	76
UAKGERNU_CDS_0093	NC_005880.2	36512	37016	38
UAKGERNU_CDS_0094	NC_005880.2	37100	37286	371
UAKGERNU_CDS_0095	NC_005880.2	37348	37477	456
UAKGERNU_CDS_0096	NC_005880.2	37687	37792	228
UAKGERNU_CDS_0097	NC_005880.2	37961	38084	584
UAKGERNU_CDS_0098	NC_005880.2	38474	38582	558
UAKGERNU_CDS_0099	NC_005880.2	38582	38753	210
UAKGERNU_CDS_0100	NC_005880.2	38832	39051	788
UAKGERNU_CDS_0101	NC_005880.2	39164	39305	0
UAKGERNU_CDS_0102	NC_005880.2	39528	39738	3
UAKGERNU_CDS_0103	NC_005880.2	39750	40083	6
UAKGERNU_CDS_0104	NC_005880.2	40095	40422	3
UAKGERNU_CDS_0105	NC_005880.2	40454	40721	8
UAKGERNU_CDS_0106	NC_005880.2	40815	40908	7
UAKGERNU_CDS_0107	NC_005880.2	40981	41248	30
UAKGERNU_CDS_0108	NC_005880.2	41225	41504	29
UAKGERNU_CDS_0109	NC_005880.2	41584	41911	38
UAKGERNU_CDS_0110	NC_005880.2	41925	43743	275
UAKGERNU_CDS_0111	NC_005880.2	43735	44557	1004
UAKGERNU_CDS_0112	NC_005880.2	44627	44717	69
UAKGERNU_CDS_0113	NC_005880.2	44713	45193	414
UAKGERNU_CDS_0114	NC_005880.2	45285	46428	1019
UAKGERNU_CDS_0115	NC_005880.2	46512	46854	18
UAKGERNU_CDS_0116	NC_005880.2	46931	47243	61
UAKGERNU_CDS_0117	NC_005880.2	47246	48938	296
UAKGERNU_CDS_0118	NC_005880.2	49164	49905	73
UAKGERNU_CDS_0119	NC_005880.2	49923	50874	122
UAKGERNU_CDS_0120	NC_005880.2	50989	52381	288
UAKGERNU_CDS_0121	NC_005880.2	52472	52769	40
UAKGERNU_CDS_0122	NC_005880.2	52781	53690	137
UAKGERNU_CDS_0123	NC_005880.2	53703	54582	149
UAKGERNU_CDS_0124	NC_005880.2	54581	55202	108
UAKGERNU_CDS_0125	NC_005880.2	55220	56057	173
UAKGERNU_CDS_0126	NC_005880.2	56058	56274	60
UAKGERNU_CDS_0127	NC_005880.2	56300	58064	631
UAKGERNU_CDS_0128	NC_005880.2	58136	58565	172
UAKGERNU_CDS_0129	NC_005880.2	58661	58802	119
UAKGERNU_CDS_0130	NC_005880.2	58844	59303	1474
UAKGERNU_CDS_0131	NC_005880.2	59315	59510	519
UAKGERNU_CDS_0132	NC_005880.2	59591	59903	2789
UAKGERNU_CDS_0133	NC_005880.2	60034	60493	125
UAKGERNU_CDS_0134	NC_005880.2	60536	61073	168
UAKGERNU_CDS_0135	NC_005880.2	61125	65184	959
UAKGERNU_CDS_0136	NC_005880.2	65262	67689	3425
UAKGERNU_CDS_0137	NC_005880.2	67702	68590	1118
UAKGERNU_CDS_0138	NC_005880.2	68589	71136	2778
UAKGERNU_CDS_0139	NC_005880.2	71242	72034	981
UAKGERNU_CDS_0140	NC_005880.2	72033	72558	670
UAKGERNU_CDS_0141	NC_005880.2	72557	73262	1275
UAKGERNU_CDS_0142	NC_005880.2	73276	74323	1854
UAKGERNU_CDS_0143	NC_005880.2	74343	77403	6179
UAKGERNU_CDS_0144	NC_005880.2	77513	78035	2253
UAKGERNU_CDS_0145	NC_005880.2	78055	81514	11464
UAKGERNU_CDS_0146	NC_005880.2	81562	81721	218
UAKGERNU_CDS_0147	NC_005880.2	81721	83644	2159
UAKGERNU_CDS_0148	NC_005880.2	83666	84041	407
UAKGERNU_CDS_0149	NC_005880.2	84047	85424	1938
UAKGERNU_CDS_0150	NC_005880.2	85515	87264	3385
UAKGERNU_CDS_0151	NC_005880.2	87275	88889	2310
UAKGERNU_CDS_0152	NC_005880.2	88881	90324	5035
UAKGERNU_CDS_0153	NC_005880.2	90402	91440	2918
UAKGERNU_CDS_0154	NC_005880.2	91439	91817	1048
UAKGERNU_CDS_0155	NC_005880.2	91816	93736	4641
UAKGERNU_CDS_0156	NC_005880.2	93735	94332	1459
UAKGERNU_CDS_0157	NC_005880.2	94346	95414	1860
UAKGERNU_CDS_0158	NC_005880.2	95480	95819	1597
UAKGERNU_CDS_0159	NC_005880.2	95818	96271	3111
UAKGERNU_CDS_0160	NC_005880.2	96257	96866	2996
UAKGERNU_CDS_0161	NC_005880.2	96882	97275	1240
UAKGERNU_CDS_0162	NC_005880.2	97289	99404	5183
UAKGERNU_CDS_0163	NC_005880.2	99417	100467	1931
UAKGERNU_CDS_0164	NC_005880.2	100484	100814	639
UAKGERNU_CDS_0165	NC_005880.2	100797	101118	711
UAKGERNU_CDS_0166	NC_005880.2	101146	101254	41
UAKGERNU_CDS_0167	NC_005880.2	101324	101921	352
UAKGERNU_CDS_0168	NC_005880.2	101930	102236	217
UAKGERNU_CDS_0169	NC_005880.2	102311	103184	2822
UAKGERNU_CDS_0170	NC_005880.2	103349	103862	2806
UAKGERNU_CDS_0171	NC_005880.2	103997	105341	3133
UAKGERNU_CDS_0172	NC_005880.2	105406	105502	463
UAKGERNU_CDS_0173	NC_005880.2	105608	106316	1376
UAKGERNU_CDS_0174	NC_005880.2	106376	106481	161
UAKGERNU_CDS_0175	NC_005880.2	106549	107410	2100
UAKGERNU_CDS_0176	NC_005880.2	107478	107721	2313
UAKGERNU_CDS_0177	NC_005880.2	107737	108220	3158
UAKGERNU_CDS_0178	NC_005880.2	108306	109578	10820
UAKGERNU_CDS_0179	NC_005880.2	109637	110894	4096
UAKGERNU_CDS_0180	NC_005880.2	110897	111251	818
UAKGERNU_CDS_0181	NC_005880.2	111237	111900	1399
UAKGERNU_CDS_0182	NC_005880.2	111905	112004	51
UAKGERNU_CDS_0183	NC_005880.2	112027	112660	155
UAKGERNU_CDS_0184	NC_005880.2	112673	113195	164
UAKGERNU_CDS_0185	NC_005880.2	113209	113437	62
UAKGERNU_CDS_0186	NC_005880.2	113532	113793	1546
UAKGERNU_CDS_0187	NC_005880.2	113796	114552	2965
UAKGERNU_CDS_0188	NC_005880.2	114544	115795	6075
UAKGERNU_CDS_0189	NC_005880.2	115808	116177	1391
UAKGERNU_CDS_0190	NC_005880.2	116163	116475	1507
UAKGERNU_CDS_0191	NC_005880.2	116538	117075	675
UAKGERNU_CDS_0192	NC_005880.2	117067	117835	1278
UAKGERNU_CDS_0193	NC_005880.2	117812	118259	820
UAKGERNU_CDS_0194	NC_005880.2	118258	119122	1667
UAKGERNU_CDS_0195	NC_005880.2	119493	120225	701
UAKGERNU_CDS_0196	NC_005880.2	120242	120701	591
UAKGERNU_CDS_0197	NC_005880.2	120765	121209	3261
UAKGERNU_CDS_0198	NC_005880.2	121225	121930	4489
UAKGERNU_CDS_0199	NC_005880.2	121991	122390	403
UAKGERNU_CDS_0200	NC_005880.2	122536	122779	785
UAKGERNU_CDS_0201	NC_005880.2	122783	123341	1225
UAKGERNU_CDS_0202	NC_005880.2	123376	123553	1522
UAKGERNU_CDS_0203	NC_005880.2	123542	124076	3207
UAKGERNU_CDS_0204	NC_005880.2	124090	124339	1176
UAKGERNU_CDS_0205	NC_005880.2	124350	124527	596
UAKGERNU_CDS_0206	NC_005880.2	124519	124816	798
UAKGERNU_CDS_0207	NC_005880.2	124854	125046	880
UAKGERNU_CDS_0208	NC_005880.2	125058	125427	2101
UAKGERNU_CDS_0209	NC_005880.2	125439	125787	2592
UAKGERNU_CDS_0210	NC_005880.2	125792	126065	1280
UAKGERNU_CDS_0211	NC_005880.2	126134	126440	1407
UAKGERNU_CDS_0212	NC_005880.2	126454	126805	2263
UAKGERNU_CDS_0213	NC_005880.2	126804	127407	3228
UAKGERNU_CDS_0214	NC_005880.2	127420	127600	931
UAKGERNU_CDS_0215	NC_005880.2	127728	127827	949
UAKGERNU_CDS_0216	NC_005880.2	127826	128228	2081
UAKGERNU_CDS_0217	NC_005880.2	128229	128523	3262
UAKGERNU_CDS_0218	NC_005880.2	128539	128827	2698
UAKGERNU_CDS_0219	NC_005880.2	128837	128954	1368
UAKGERNU_CDS_0220	NC_005880.2	128943	129207	2397
UAKGERNU_CDS_0221	NC_005880.2	129283	129589	764
UAKGERNU_CDS_0222	NC_005880.2	129588	129960	1122
UAKGERNU_CDS_0223	NC_005880.2	129997	130234	626
UAKGERNU_CDS_0224	NC_005880.2	130230	130758	1404
UAKGERNU_CDS_0225	NC_005880.2	130738	131059	812
UAKGERNU_CDS_0226	NC_005880.2	131058	131289	583
UAKGERNU_CDS_0227	NC_005880.2	131341	131521	632
UAKGERNU_CDS_0228	NC_005880.2	131535	131799	1925
UAKGERNU_CDS_0229	NC_005880.2	131801	132119	1633
UAKGERNU_CDS_0230	NC_005880.2	132119	132800	2105
UAKGERNU_CDS_0231	NC_005880.2	132888	133047	474
UAKGERNU_CDS_0232	NC_005880.2	133081	133282	1073
UAKGERNU_CDS_0233	NC_005880.2	133282	133573	1181
UAKGERNU_CDS_0234	NC_005880.2	133664	133973	854
UAKGERNU_CDS_0235	NC_005880.2	133969	134878	2338
UAKGERNU_CDS_0236	NC_005880.2	134895	136365	6837
UAKGERNU_CDS_0237	NC_005880.2	136443	136689	320
UAKGERNU_CDS_0238	NC_005880.2	136705	137101	931
UAKGERNU_CDS_0239	NC_005880.2	137097	137349	575
UAKGERNU_CDS_0240	NC_005880.2	137413	137710	595
UAKGERNU_CDS_0241	NC_005880.2	137713	138025	1021
UAKGERNU_CDS_0242	NC_005880.2	138030	138330	440
UAKGERNU_CDS_0243	NC_005880.2	138408	138636	459
UAKGERNU_CDS_0244	NC_005880.2	138663	138858	308
UAKGERNU_CDS_0245	NC_005880.2	138876	139230	833
UAKGERNU_CDS_0246	NC_005880.2	139248	139635	1063
UAKGERNU_CDS_0247	NC_005880.2	139760	139937	355
UAKGERNU_CDS_0248	NC_005880.2	139915	140011	115
UAKGERNU_CDS_0249	NC_005880.2	140104	140212	78
UAKGERNU_CDS_0250	NC_005880.2	140316	140616	1244
UAKGERNU_CDS_0251	NC_005880.2	140631	140817	771
UAKGERNU_CDS_0252	NC_005880.2	140923	141211	1161
UAKGERNU_CDS_0253	NC_005880.2	141210	141537	1859
UAKGERNU_CDS_0254	NC_005880.2	141552	141846	1518
UAKGERNU_CDS_0255	NC_005880.2	141849	142107	1164
UAKGERNU_CDS_0256	NC_005880.2	142184	142424	1280
UAKGERNU_CDS_0257	NC_005880.2	142434	142782	1208
UAKGERNU_CDS_0258	NC_005880.2	142992	143331	84
UAKGERNU_CDS_0259	NC_005880.2	143309	143468	15
UAKGERNU_CDS_0260	NC_005880.2	143481	143595	2
UAKGERNU_CDS_0261	NC_005880.2	143641	143950	741
UAKGERNU_CDS_0262	NC_005880.2	143968	144103	292
UAKGERNU_CDS_0263	NC_005880.2	144155	144443	1753
UAKGERNU_CDS_0264	NC_005880.2	144492	144684	249
UAKGERNU_CDS_0265	NC_005880.2	144670	144766	29
UAKGERNU_CDS_0266	NC_005880.2	144792	144933	0
UAKGERNU_CDS_0267	NC_005880.2	145000	145489	28
UAKGERNU_CDS_0268	NC_005880.2	145647	145815	409
UAKGERNU_CDS_0269	NC_005880.2	145884	146016	1014
UAKGERNU_CDS_0270	NC_005880.2	146183	146507	4398
UAKGERNU_CDS_0271	NC_005880.2	146606	146843	1670
UAKGERNU_CDS_0272	NC_005880.2	146922	147393	4228
UAKGERNU_CDS_0273	NC_005880.2	147451	147625	2032
UAKGERNU_CDS_0274	NC_005880.2	147624	147894	2403
UAKGERNU_CDS_0275	NC_005880.2	147978	148200	2806
UAKGERNU_CDS_0276	NC_005880.2	148191	148284	89
