#Feature	Chrom	Start	End	Counts
UAKGERNU_CDS_0001	NC_005880.2	84	180	26
UAKGERNU_CDS_0002	NC_005880.2	273	381	12
UAKGERNU_CDS_0003	NC_005880.2	485	785	112
UAKGERNU_CDS_0004	NC_005880.2	800	986	100
UAKGERNU_CDS_0005	NC_005880.2	1092	1380	101
UAKGERNU_CDS_0006	NC_005880.2	1379	1706	188
UAKGERNU_CDS_0007	NC_005880.2	1721	2015	150
UAKGERNU_CDS_0008	NC_005880.2	2018	2276	170
UAKGERNU_CDS_0009	NC_005880.2	2353	2593	191
UAKGERNU_CDS_0010	NC_005880.2	2603	2951	238
UAKGERNU_CDS_0011	NC_005880.2	3161	3500	624
UAKGERNU_CDS_0012	NC_005880.2	3478	3637	62
UAKGERNU_CDS_0013	NC_005880.2	3650	3764	0
UAKGERNU_CDS_0014	NC_005880.2	3810	4119	46
UAKGERNU_CDS_0015	NC_005880.2	4137	4272	16
UAKGERNU_CDS_0016	NC_005880.2	4324	4612	92
UAKGERNU_CDS_0017	NC_005880.2	4661	4853	18
UAKGERNU_CDS_0018	NC_005880.2	4839	4935	15
UAKGERNU_CDS_0019	NC_005880.2	4961	5102	44
UAKGERNU_CDS_0020	NC_005880.2	5169	5658	1652
UAKGERNU_CDS_0021	NC_005880.2	5816	5984	15
UAKGERNU_CDS_0022	NC_005880.2	6053	6185	32
UAKGERNU_CDS_0023	NC_005880.2	6352	6676	327
UAKGERNU_CDS_0024	NC_005880.2	6775	7012	123
UAKGERNU_CDS_0025	NC_005880.2	7091	7562	371
UAKGERNU_CDS_0026	NC_005880.2	7620	7794	167
UAKGERNU_CDS_0027	NC_005880.2	7793	8063	188
UAKGERNU_CDS_0028	NC_005880.2	8147	8369	208
UAKGERNU_CDS_0029	NC_005880.2	8442	8544	70
UAKGERNU_CDS_0030	NC_005880.2	8559	8682	450
UAKGERNU_CDS_0031	NC_005880.2	8665	8902	2992
UAKGERNU_CDS_0032	NC_005880.2	8901	9075	2426
UAKGERNU_CDS_0033	NC_005880.2	9081	9336	2036
UAKGERNU_CDS_0034	NC_005880.2	9338	9530	1171
UAKGERNU_CDS_0035	NC_005880.2	9526	10012	1628
UAKGERNU_CDS_0036	NC_005880.2	10004	10436	2485
UAKGERNU_CDS_0037	NC_005880.2	10449	10992	2154
UAKGERNU_CDS_0038	NC_005880.2	11003	11492	3491
UAKGERNU_CDS_0039	NC_005880.2	11504	11903	1843
UAKGERNU_CDS_0040	NC_005880.2	11899	12607	3355
UAKGERNU_CDS_0041	NC_005880.2	12706	13261	1430
UAKGERNU_CDS_0042	NC_005880.2	13276	13594	603
UAKGERNU_CDS_0043	NC_005880.2	13662	13776	9919
UAKGERNU_CDS_0044	NC_005880.2	13784	13961	10047
UAKGERNU_CDS_0045	NC_005880.2	13957	14086	6429
UAKGERNU_CDS_0046	NC_005880.2	14163	14364	3271
UAKGERNU_CDS_0047	NC_005880.2	14363	14465	4012
UAKGERNU_CDS_0048	NC_005880.2	14579	15128	3547
UAKGERNU_CDS_0049	NC_005880.2	15131	15350	1774
UAKGERNU_CDS_0050	NC_005880.2	15350	15545	2245
UAKGERNU_CDS_0051	NC_005880.2	15534	16272	4275
UAKGERNU_CDS_0052	NC_005880.2	16334	16439	770
UAKGERNU_CDS_0053	NC_005880.2	16450	16690	1350
UAKGERNU_CDS_0054	NC_005880.2	16691	17081	1729
UAKGERNU_CDS_0055	NC_005880.2	17179	17353	180
UAKGERNU_CDS_0056	NC_005880.2	17393	17876	303
UAKGERNU_CDS_0057	NC_005880.2	17925	18468	9481
UAKGERNU_CDS_0058	NC_005880.2	18467	19001	8772
UAKGERNU_CDS_0059	NC_005880.2	19003	19168	2349
UAKGERNU_CDS_0060	NC_005880.2	19170	19446	2986
UAKGERNU_CDS_0061	NC_005880.2	19445	20291	8642
UAKGERNU_CDS_0062	NC_005880.2	20302	21187	13414
UAKGERNU_CDS_0063	NC_005880.2	21155	21422	3800
UAKGERNU_CDS_0064	NC_005880.2	21437	21545	39
UAKGERNU_CDS_0065	NC_005880.2	21575	21902	3680
UAKGERNU_CDS_0066	NC_005880.2	21894	22311	4348
UAKGERNU_CDS_0067	NC_005880.2	22444	22747	9840
UAKGERNU_CDS_0068	NC_005880.2	22746	22935	3409
UAKGERNU_CDS_0069	NC_005880.2	22978	23140	2097
UAKGERNU_CDS_0070	NC_005880.2	23139	25188	13167
UAKGERNU_CDS_0071	NC_005880.2	25265	25529	3417
UAKGERNU_CDS_0072	NC_005880.2	25545	25719	3237
UAKGERNU_CDS_0073	NC_005880.2	25725	26304	4834
