#Feature	Chrom	Start	End	Counts
UAKGERNU_CDS_0001	NC_005880.2	84	180	22
UAKGERNU_CDS_0002	NC_005880.2	273	381	2
UAKGERNU_CDS_0003	NC_005880.2	485	785	120
UAKGERNU_CDS_0004	NC_005880.2	800	986	103
UAKGERNU_CDS_0005	NC_005880.2	1092	1380	112
UAKGERNU_CDS_0006	NC_005880.2	1379	1706	162
UAKGERNU_CDS_0007	NC_005880.2	1721	2015	159
UAKGERNU_CDS_0008	NC_005880.2	2018	2276	139
UAKGERNU_CDS_0009	NC_005880.2	2353	2593	150
UAKGERNU_CDS_0010	NC_005880.2	2603	2951	235
UAKGERNU_CDS_0011	NC_005880.2	3161	3500	646
UAKGERNU_CDS_0012	NC_005880.2	3478	3637	73
UAKGERNU_CDS_0013	NC_005880.2	3650	3764	1
UAKGERNU_CDS_0014	NC_005880.2	3810	4119	37
UAKGERNU_CDS_0015	NC_005880.2	4137	4272	13
UAKGERNU_CDS_0016	NC_005880.2	4324	4612	91
UAKGERNU_CDS_0017	NC_005880.2	4661	4853	15
UAKGERNU_CDS_0018	NC_005880.2	4839	4935	5
UAKGERNU_CDS_0019	NC_005880.2	4961	5102	28
UAKGERNU_CDS_0020	NC_005880.2	5169	5658	1311
UAKGERNU_CDS_0021	NC_005880.2	5816	5984	16
UAKGERNU_CDS_0022	NC_005880.2	6053	6185	41
UAKGERNU_CDS_0023	NC_005880.2	6352	6676	235
UAKGERNU_CDS_0024	NC_005880.2	6775	7012	71
UAKGERNU_CDS_0025	NC_005880.2	7091	7562	256
UAKGERNU_CDS_0026	NC_005880.2	7620	7794	130
UAKGERNU_CDS_0027	NC_005880.2	7793	8063	144
UAKGERNU_CDS_0028	NC_005880.2	8147	8369	166
UAKGERNU_CDS_0029	NC_005880.2	8442	8544	30
UAKGERNU_CDS_0030	NC_005880.2	8559	8682	189
UAKGERNU_CDS_0031	NC_005880.2	8665	8902	1363
UAKGERNU_CDS_0032	NC_005880.2	8901	9075	1247
UAKGERNU_CDS_0033	NC_005880.2	9081	9336	1012
UAKGERNU_CDS_0034	NC_005880.2	9338	9530	706
UAKGERNU_CDS_0035	NC_005880.2	9526	10012	1118
UAKGERNU_CDS_0036	NC_005880.2	10004	10436	1647
UAKGERNU_CDS_0037	NC_005880.2	10449	10992	1402
UAKGERNU_CDS_0038	NC_005880.2	11003	11492	2436
UAKGERNU_CDS_0039	NC_005880.2	11504	11903	1276
UAKGERNU_CDS_0040	NC_005880.2	11899	12607	2529
UAKGERNU_CDS_0041	NC_005880.2	12706	13261	866
UAKGERNU_CDS_0042	NC_005880.2	13276	13594	355
UAKGERNU_CDS_0043	NC_005880.2	13662	13776	5977
UAKGERNU_CDS_0044	NC_005880.2	13784	13961	6314
UAKGERNU_CDS_0045	NC_005880.2	13957	14086	4143
UAKGERNU_CDS_0046	NC_005880.2	14163	14364	2286
UAKGERNU_CDS_0047	NC_005880.2	14363	14465	2615
UAKGERNU_CDS_0048	NC_005880.2	14579	15128	2584
UAKGERNU_CDS_0049	NC_005880.2	15131	15350	1189
UAKGERNU_CDS_0050	NC_005880.2	15350	15545	1656
UAKGERNU_CDS_0051	NC_005880.2	15534	16272	3206
UAKGERNU_CDS_0052	NC_005880.2	16334	16439	560
UAKGERNU_CDS_0053	NC_005880.2	16450	16690	1111
UAKGERNU_CDS_0054	NC_005880.2	16691	17081	1491
UAKGERNU_CDS_0055	NC_005880.2	17179	17353	126
UAKGERNU_CDS_0056	NC_005880.2	17393	17876	188
UAKGERNU_CDS_0057	NC_005880.2	17925	18468	6638
UAKGERNU_CDS_0058	NC_005880.2	18467	19001	5830
UAKGERNU_CDS_0059	NC_005880.2	19003	19168	1595
UAKGERNU_CDS_0060	NC_005880.2	19170	19446	2119
UAKGERNU_CDS_0061	NC_005880.2	19445	20291	6608
UAKGERNU_CDS_0062	NC_005880.2	20302	21187	10817
UAKGERNU_CDS_0063	NC_005880.2	21155	21422	3742
UAKGERNU_CDS_0064	NC_005880.2	21437	21545	25
UAKGERNU_CDS_0065	NC_005880.2	21575	21902	2315
UAKGERNU_CDS_0066	NC_005880.2	21894	22311	2816
UAKGERNU_CDS_0067	NC_005880.2	22444	22747	6123
UAKGERNU_CDS_0068	NC_005880.2	22746	22935	2076
UAKGERNU_CDS_0069	NC_005880.2	22978	23140	1442
UAKGERNU_CDS_0070	NC_005880.2	23139	25188	9635
UAKGERNU_CDS_0071	NC_005880.2	25265	25529	2235
UAKGERNU_CDS_0072	NC_005880.2	25545	25719	2320
UAKGERNU_CDS_0073	NC_005880.2	25725	26304	3191
UAKGERNU_CDS_0074	NC_005880.2	26296	26923	4452
UAKGERNU_CDS_0075	NC_005880.2	26915	27812	4585
UAKGERNU_CDS_0076	NC_005880.2	27811	28036	637
UAKGERNU_CDS_0077	NC_005880.2	28104	28845	7784
UAKGERNU_CDS_0078	NC_005880.2	28896	29511	6358
UAKGERNU_CDS_0079	NC_005880.2	29526	29952	3686
UAKGERNU_CDS_0080	NC_005880.2	29941	30133	1228
UAKGERNU_CDS_0081	NC_005880.2	30155	30797	4085
UAKGERNU_CDS_0082	NC_005880.2	30786	31017	2243
UAKGERNU_CDS_0083	NC_005880.2	31019	31247	1872
UAKGERNU_CDS_0084	NC_005880.2	31356	32049	2030
UAKGERNU_CDS_0085	NC_005880.2	32235	32871	2699
UAKGERNU_CDS_0086	NC_005880.2	32937	33729	11103
UAKGERNU_CDS_0087	NC_005880.2	33728	34037	3750
UAKGERNU_CDS_0088	NC_005880.2	34149	34779	2219
UAKGERNU_CDS_0089	NC_005880.2	35014	35104	504
UAKGERNU_CDS_0090	NC_005880.2	35049	35550	1195
UAKGERNU_CDS_0091	NC_005880.2	35642	35744	20
UAKGERNU_CDS_0092	NC_005880.2	35709	36513	233
UAKGERNU_CDS_0093	NC_005880.2	36512	37016	193
UAKGERNU_CDS_0094	NC_005880.2	37100	37286	1307
UAKGERNU_CDS_0095	NC_005880.2	37348	37477	1799
UAKGERNU_CDS_0096	NC_005880.2	37687	37792	861
UAKGERNU_CDS_0097	NC_005880.2	37961	38084	2442
UAKGERNU_CDS_0098	NC_005880.2	38474	38582	1817
UAKGERNU_CDS_0099	NC_005880.2	38582	38753	320
UAKGERNU_CDS_0100	NC_005880.2	38832	39051	976
UAKGERNU_CDS_0101	NC_005880.2	39164	39305	1
UAKGERNU_CDS_0102	NC_005880.2	39528	39738	5
UAKGERNU_CDS_0103	NC_005880.2	39750	40083	15
UAKGERNU_CDS_0104	NC_005880.2	40095	40422	4
UAKGERNU_CDS_0105	NC_005880.2	40454	40721	42
UAKGERNU_CDS_0106	NC_005880.2	40815	40908	39
UAKGERNU_CDS_0107	NC_005880.2	40981	41248	116
UAKGERNU_CDS_0108	NC_005880.2	41225	41504	129
UAKGERNU_CDS_0109	NC_005880.2	41584	41911	151
UAKGERNU_CDS_0110	NC_005880.2	41925	43743	873
UAKGERNU_CDS_0111	NC_005880.2	43735	44557	3223
UAKGERNU_CDS_0112	NC_005880.2	44627	44717	289
UAKGERNU_CDS_0113	NC_005880.2	44713	45193	1654
UAKGERNU_CDS_0114	NC_005880.2	45285	46428	4118
UAKGERNU_CDS_0115	NC_005880.2	46512	46854	44
UAKGERNU_CDS_0116	NC_005880.2	46931	47243	193
UAKGERNU_CDS_0117	NC_005880.2	47246	48938	924
UAKGERNU_CDS_0118	NC_005880.2	49164	49905	545
UAKGERNU_CDS_0119	NC_005880.2	49923	50874	866
UAKGERNU_CDS_0120	NC_005880.2	50989	52381	1793
UAKGERNU_CDS_0121	NC_005880.2	52472	52769	84
UAKGERNU_CDS_0122	NC_005880.2	52781	53690	437
UAKGERNU_CDS_0123	NC_005880.2	53703	54582	405
UAKGERNU_CDS_0124	NC_005880.2	54581	55202	352
UAKGERNU_CDS_0125	NC_005880.2	55220	56057	507
UAKGERNU_CDS_0126	NC_005880.2	56058	56274	174
UAKGERNU_CDS_0127	NC_005880.2	56300	58064	1863
UAKGERNU_CDS_0128	NC_005880.2	58136	58565	540
UAKGERNU_CDS_0129	NC_005880.2	58661	58802	116
UAKGERNU_CDS_0130	NC_005880.2	58844	59303	1733
UAKGERNU_CDS_0131	NC_005880.2	59315	59510	799
UAKGERNU_CDS_0132	NC_005880.2	59591	59903	5359
UAKGERNU_CDS_0133	NC_005880.2	60034	60493	385
UAKGERNU_CDS_0134	NC_005880.2	60536	61073	582
UAKGERNU_CDS_0135	NC_005880.2	61125	65184	1759
UAKGERNU_CDS_0136	NC_005880.2	65262	67689	4944
UAKGERNU_CDS_0137	NC_005880.2	67702	68590	2273
UAKGERNU_CDS_0138	NC_005880.2	68589	71136	6662
UAKGERNU_CDS_0139	NC_005880.2	71242	72034	1302
UAKGERNU_CDS_0140	NC_005880.2	72033	72558	1007
UAKGERNU_CDS_0141	NC_005880.2	72557	73262	1888
UAKGERNU_CDS_0142	NC_005880.2	73276	74323	3030
UAKGERNU_CDS_0143	NC_005880.2	74343	77403	12734
UAKGERNU_CDS_0144	NC_005880.2	77513	78035	4935
UAKGERNU_CDS_0145	NC_005880.2	78055	81514	31878
UAKGERNU_CDS_0146	NC_005880.2	81562	81721	709
UAKGERNU_CDS_0147	NC_005880.2	81721	83644	7147
UAKGERNU_CDS_0148	NC_005880.2	83666	84041	1516
UAKGERNU_CDS_0149	NC_005880.2	84047	85424	5896
UAKGERNU_CDS_0150	NC_005880.2	85515	87264	7704
UAKGERNU_CDS_0151	NC_005880.2	87275	88889	6069
UAKGERNU_CDS_0152	NC_005880.2	88881	90324	11037
UAKGERNU_CDS_0153	NC_005880.2	90402	91440	5518
UAKGERNU_CDS_0154	NC_005880.2	91439	91817	2057
UAKGERNU_CDS_0155	NC_005880.2	91816	93736	10487
UAKGERNU_CDS_0156	NC_005880.2	93735	94332	3544
UAKGERNU_CDS_0157	NC_005880.2	94346	95414	5003
